YR,PROGRAM,STUDY,DESCRIPTION,DESIGN,LOC,ID,TYPE,REP,BLOCK,PLOT,ROW,COL,YLD,HT,NOTES
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1657,plot,2,1,2201,1,44,3329,77,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1665,plot,2,1,2203,1,46,2972,74,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1686,plot,2,19,2387,19,50,2354,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1715,plot,2,19,2390,19,53,3201,83,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1731,plot,2,19,2388,19,51,1701,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1746,plot,2,19,2389,19,52,1809,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1758W,plot,2,11,2303,11,46,3154,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1767,plot,2,11,2306,11,49,3221,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1789,plot,2,11,2305,11,48,2603,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CO11D1799,plot,2,11,2304,11,47,3443,72,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT103,plot,2,22,3211,22,44,2818,66,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT110,plot,2,21,3201,21,44,1688,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT111,plot,2,22,3212,22,45,2952,74,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT112,plot,2,22,3213,22,46,1816,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT115,plot,2,22,3219,22,52,2112,72,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT125,plot,2,22,3215,22,48,2589,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT135,plot,2,21,3205,21,48,2354,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT154,plot,2,22,3214,22,47,1722,68,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT163,plot,2,22,3220,22,53,1735,68,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT185,plot,2,21,3203,21,46,2979,74,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT194,plot,2,21,3204,21,47,3329,74,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT199,plot,2,21,3209,21,52,2085,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT213,plot,2,22,3217,22,50,3235,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT224,plot,2,21,3207,21,50,1681,75,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT237,plot,2,21,3202,21,45,2455,66,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT30,plot,2,21,3210,21,53,1392,68,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT38,plot,2,22,3216,22,49,2784,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT64,plot,2,21,3206,21,49,1917,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT69,plot,2,21,3208,21,51,3107,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",CT95,plot,2,22,3218,22,51,3241,75,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN12,plot,2,6,2254,6,47,2784,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN17,plot,2,6,2253,6,46,2576,104,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN23,plot,2,10,2291,10,44,2784,100,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN28,plot,2,10,2292,10,45,2892,100,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN35,plot,2,13,2321,13,44,2677,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN37,plot,2,13,2322,13,45,1627,95,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN43,plot,2,19,2383,19,46,2280,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN44,plot,2,19,2384,19,47,2239,98,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN5,plot,2,2,2220,2,53,2287,97,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN51,plot,2,20,2399,20,52,1432,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN58,plot,2,20,2400,20,53,1015,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN61,plot,2,3,2227,3,50,1802,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN62,plot,2,3,2228,3,51,1587,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN72,plot,2,19,2386,19,49,2105,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN8,plot,2,2,2219,2,52,2078,98,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN80,plot,2,19,2385,19,48,1917,92,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN82,plot,2,11,2302,11,45,3026,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",GOODSYN88,plot,2,11,2301,11,44,2764,92,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_124,plot,2,16,2357,16,50,2952,83,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_132,plot,2,15,2350,15,53,1903,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_133,plot,2,16,2355,16,48,2495,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_141,plot,2,16,2354,16,47,2468,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_155,plot,2,15,2341,15,44,2966,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_174,plot,2,16,2358,16,51,2616,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_175,plot,2,15,2342,15,45,3275,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_182,plot,2,15,2343,15,46,3309,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_237,plot,2,15,2349,15,52,2932,75,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_240,plot,2,15,2346,15,49,3443,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_246,plot,2,15,2345,15,48,2495,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_256,plot,2,16,2356,16,49,3430,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_261,plot,2,15,2344,15,47,3060,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_266,plot,2,15,2348,15,51,3100,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_267,plot,2,16,2352,16,45,2939,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_29,plot,2,15,2347,15,50,1876,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_37,plot,2,16,2353,16,46,3013,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_44,plot,2,16,2351,16,44,3591,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_83,plot,2,16,2359,16,52,504,79,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",HW_98,plot,2,16,2360,16,53,2993,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE06545,plot,2,8,2273,8,46,3551,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE12568,plot,2,6,2251,6,44,2387,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE12571,plot,2,6,2252,6,45,3914,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13407,plot,2,20,2395,20,48,1984,74,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13412,plot,2,20,2392,20,45,2441,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13417,plot,2,20,2396,20,49,1688,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13441,plot,2,10,2299,10,52,3161,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13449,plot,2,2,2216,2,49,3094,77,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13470,plot,2,19,2382,19,45,3632,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13498,plot,2,10,2296,10,49,3033,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13510,plot,2,19,2381,19,44,2818,72,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13522,plot,2,12,2315,12,48,2939,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13556,plot,2,6,2256,6,49,2730,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13571,plot,2,10,2295,10,48,2905,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13589,plot,2,9,2286,9,49,3443,89,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13593,plot,2,10,2297,10,50,3416,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13607,plot,2,10,2294,10,47,3773,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13625,plot,2,9,2282,9,45,4687,88,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13627,plot,2,6,2255,6,48,3289,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13628,plot,2,2,2215,2,48,3080,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13630,plot,2,20,2391,20,44,2784,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13637,plot,2,10,2293,10,46,3046,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13638,plot,2,10,2300,10,53,3329,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13639,plot,2,12,2316,12,49,3490,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13655,plot,2,3,2230,3,53,1338,92,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13660,plot,2,3,2229,3,52,3046,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13680,plot,2,10,2298,10,51,2529,92,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13695,plot,2,9,2281,9,44,3067,93,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13697,plot,2,20,2394,20,47,3154,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13698,plot,2,20,2393,20,46,3463,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NE13700,plot,2,9,2285,9,48,2959,92,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NH13415,plot,2,1,2205,1,48,3389,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NH13606,plot,2,1,2206,1,49,3275,78,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NH13692,plot,2,3,2224,3,47,3087,100,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NH13693,plot,2,3,2223,3,46,3389,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13455,plot,2,2,2214,2,47,3746,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13457,plot,2,8,2271,8,44,3215,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13499,plot,2,14,2335,14,48,3436,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13502,plot,2,9,2284,9,47,3295,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13516,plot,2,12,2311,12,44,3262,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13526,plot,2,2,2213,2,46,3410,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13536,plot,2,3,2226,3,49,3793,75,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13559,plot,2,2,2212,2,45,3793,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13563,plot,2,12,2312,12,45,3174,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13572,plot,2,14,2336,14,49,3423,94,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13575,plot,2,9,2283,9,46,3941,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13596,plot,2,2,2211,2,44,3927,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13615,plot,2,8,2272,8,45,3302,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13652,plot,2,20,2397,20,50,2751,88,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13666,plot,2,3,2225,3,48,2919,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",NW13669,plot,2,20,2398,20,51,3107,83,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_10,plot,2,5,2250,5,53,2522,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_105,plot,2,5,2245,5,48,2986,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_108,plot,2,4,2232,4,45,2959,85,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_11,plot,2,4,2238,4,51,2878,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_111,plot,2,5,2241,5,44,2966,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_112,plot,2,4,2235,4,48,2798,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_113,plot,2,5,2248,5,51,2508,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_115,plot,2,4,2233,4,46,3403,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_119,plot,2,5,2243,5,46,3147,86,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_122,plot,2,5,2242,5,45,3867,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_123,plot,2,5,2246,5,49,3215,88,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_124,plot,2,4,2231,4,44,3383,82,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_46,plot,2,4,2240,4,53,2482,70,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_48,plot,2,4,2236,4,49,3174,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_52,plot,2,5,2249,5,52,3396,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_63,plot,2,4,2237,4,50,2966,76,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_65,plot,2,4,2234,4,47,3322,84,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_67,plot,2,5,2247,5,50,3046,90,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_69,plot,2,4,2239,4,52,2340,80,
2014,University of Nebraska,YldQtl-Val_2014_ClayCenter,"Yield QTL Validation, Yield QTL Validation,",CRD,"Clay Center, NE",TX1112_87,plot,2,5,2244,5,47,3490,86,
